"city","state","geo.id","peer.1","peer.2","peer.3","peer.4","peer.5","peer.6","peer.7","peer.8","peer.9","peer.10","peer.11","peer.12","peer.13","peer.14","peer.15"
"Washington","DC","1600000US1150000","Durham, NC","Cincinnati, OH","Burlington, VT","Charleston (SC), SC","Gainesville, FL","Davenport, IA","Coral Springs, FL","Shreveport, LA","Dallas, TX","Pasadena (TX), TX","Billings, MT","Tucson, AZ","Corona, CA","San Diego, CA","West Covina, CA"
"Waterbury","CT","1600000US0980000","Washington, DC","Wilmington (NC), NC","Green Bay, WI","Evansville, IN","Springfield (IL), IL","Overland Park, KS","Frisco, TX","Plano, TX","Bayam<U+0086>n, PR","Pueblo, CO","Las Vegas, NV","Riverside, CA","Gresham, OR","Torrance, CA","Roseville, CA"
"West Covina","CA","1600000US0684200","Corona, CA","Thousand Oaks, CA","San Diego, CA","West Jordan, UT","Fort Collins, CO","Dallas, TX","Pasadena (TX), TX","Shreveport, LA","Cedar Rapids, IA","Cincinnati, OH","Atlanta, GA","Gainesville, FL","Charleston (SC), SC","Coral Springs, FL","Burlington, VT"
"West Jordan","UT","1600000US4982950","Henderson, NV","Fort Collins, CO","Westminster, CO","Visalia, CA","Corona, CA","Thousand Oaks, CA","Oxnard, CA","San Diego, CA","Fargo, ND","Arlington, TX","Cedar Rapids, IA","Milwaukee, WI","Mobile, AL","Atlanta, GA","Coral Springs, FL"
"West Palm Beach","FL","1600000US1276600","Clearwater, FL","Columbia (SC), SC","Fayetteville, NC","Virginia Beach, VA","Dayton, OH","Philadelphia, PA","Detroit, MI","Lansing, MI","San Antonio, TX","Wichita Falls, TX","Madison, WI","Wichita, KS","Lakewood, CO","Long Beach, CA","Richmond (CA), CA"
"West Valley City","UT","1600000US4983470","Arvada, CO","Glendale (AZ), AZ","Victorville, CA","Orange, CA","Norwalk, CA","Eugene, OR","Waco, TX","McAllen, TX","South Bend, IN","Jackson, MS","Fort Wayne, IN","Murfreesboro, TN","Birmingham, AL","Tallahassee, FL","Richmond (VA), VA"
"Westminster","CO","1600000US0883835","Fort Collins, CO","Henderson, NV","Fargo, ND","Arlington, TX","Cedar Rapids, IA","Corona, CA","Visalia, CA","San Diego, CA","Thousand Oaks, CA","Milwaukee, WI","Mobile, AL","Atlanta, GA","Rochester (NY), NY","West Palm Beach, FL","Coral Springs, FL"
"Wichita","KS","1600000US2079000","Lakewood, CO","Madison, WI","San Antonio, TX","Lansing, MI","West Valley City, UT","Detroit, MI","Columbia (SC), SC","Fayetteville, NC","Alexandria, VA","Virginia Beach, VA","Long Beach, CA","Philadelphia, PA","Richmond (CA), CA","Portland (OR), OR","Kent, WA"
"Wichita Falls","TX","1600000US4879000","Fort Worth, TX","McKinney, TX","Indianapolis, IN","Madison, WI","West Valley City, UT","Columbia (SC), SC","Akron, OH","Moreno Valley, CA","Fontana, CA","Palmdale, CA","Long Beach, CA","Virginia Beach, VA","Philadelphia, PA","Kent, WA","Cambridge, MA"
"Wilmington (DE)","DE","1600000US1077580","Washington, DC","Cleveland, OH","Evansville, IN","Green Bay, WI","Springfield (IL), IL","Minneapolis, MN","New Orleans, LA","Baton Rouge, LA","Plano, TX","Frisco, TX","Amarillo, TX","Midland, TX","Riverside, CA","West Covina, CA","Sunnyvale, CA"
"Wilmington (NC)","NC","1600000US3774440","Greensboro, NC","Columbus (OH), OH","Akron, OH","Hollywood, FL","Indianapolis, IN","Overland Park, KS","Fort Worth, TX","Pueblo, CO","Moreno Valley, CA","Fontana, CA","Palmdale, CA","Torrance, CA","Gresham, OR","Vallejo, CA","Bellevue, WA"
"Winston-Salem","NC","1600000US3775000","Chesapeake, VA","Columbus (GA), GA","Tampa, FL","Hollywood, FL","Kansas City (MO), MO","Pueblo, CO","Bayam<U+0086>n, PR","Las Vegas, NV","Torrance, CA","Simi Valley, CA","Modesto, CA","Roseville, CA","Gresham, OR","Bellevue, WA","Winston-Salem, NC"
"Worcester","MA","1600000US2582000","Stamford, CT","Washington, DC","Hampton, VA","Cleveland, OH","Evansville, IN","Montgomery, AL","Norman, OK","Aurora (CO), CO","Temecula, CA","Portland (OR), OR","Glendale (CA), CA","Concord, CA","Salinas, CA","Sunnyvale, CA","Honolulu, HI"
"Yonkers","NY","1600000US3684000","Bridgeport, CT","Durham, NC","Gainesville, FL","Palm Bay, FL","Miramar, FL","Garland, TX","Dallas, TX","Grand Prairie, TX","Houston, TX","Billings, MT","Oceanside, CA","Los Angeles, CA","Santa Clara, CA","Oakland, CA","Anchorage, AK"
