"city","state","geo.id","peer.1","peer.2","peer.3","peer.4","peer.5","peer.6","peer.7","peer.8","peer.9","peer.10","peer.11","peer.12","peer.13","peer.14","peer.15"
"Washington","DC","1600000US1150000","Billings, MT","Shreveport, LA","West Covina, CA","Davenport, IA","Dallas, TX","Pasadena (TX), TX","Durham, NC","Gainesville, FL","Burlington, VT","San Diego, CA","Corona, CA","Tucson, AZ","Cincinnati, OH","Coral Springs, FL","Charleston (SC), SC"
"Waterbury","CT","1600000US0980000","Riverside, CA","Green Bay, WI","Bayam<U+0086>n, PR","Springfield (IL), IL","Pueblo, CO","Las Vegas, NV","Frisco, TX","Plano, TX","Evansville, IN","Roseville, CA","Gresham, OR","Washington, DC","Wilmington (NC), NC","Overland Park, KS","Torrance, CA"
"West Covina","CA","1600000US0684200","Dallas, TX","Shreveport, LA","Burlington, VT","Gainesville, FL","Pasadena (TX), TX","San Diego, CA","Corona, CA","Coral Springs, FL","Cincinnati, OH","Cedar Rapids, IA","Fort Collins, CO","West Jordan, UT","Thousand Oaks, CA","Atlanta, GA","Charleston (SC), SC"
"West Jordan","UT","1600000US4982950","Cedar Rapids, IA","Coral Springs, FL","Fargo, ND","Westminster, CO","Thousand Oaks, CA","Atlanta, GA","Milwaukee, WI","San Diego, CA","Mobile, AL","Henderson, NV","Corona, CA","Visalia, CA","Arlington, TX","Fort Collins, CO","Oxnard, CA"
"West Palm Beach","FL","1600000US1276600","Virginia Beach, VA","Long Beach, CA","Columbia (SC), SC","Philadelphia, PA","Fayetteville, NC","Clearwater, FL","Madison, WI","Wichita Falls, TX","Lakewood, CO","Detroit, MI","Lansing, MI","San Antonio, TX","Richmond (CA), CA","Dayton, OH","Wichita, KS"
"West Valley City","UT","1600000US4983470","Waco, TX","Tallahassee, FL","Glendale (AZ), AZ","Jackson, MS","Arvada, CO","Eugene, OR","Orange, CA","McAllen, TX","Victorville, CA","Murfreesboro, TN","Fort Wayne, IN","South Bend, IN","Norwalk, CA","Richmond (VA), VA","Birmingham, AL"
"Westminster","CO","1600000US0883835","Thousand Oaks, CA","Fargo, ND","West Palm Beach, FL","Coral Springs, FL","Henderson, NV","Mobile, AL","Cedar Rapids, IA","San Diego, CA","Arlington, TX","Atlanta, GA","Corona, CA","Visalia, CA","Rochester (NY), NY","Milwaukee, WI","Fort Collins, CO"
"Wichita","KS","1600000US2079000","Detroit, MI","Fayetteville, NC","Philadelphia, PA","Richmond (CA), CA","Lakewood, CO","Long Beach, CA","Kent, WA","Alexandria, VA","West Valley City, UT","Madison, WI","Virginia Beach, VA","Columbia (SC), SC","Portland (OR), OR","San Antonio, TX","Lansing, MI"
"Wichita Falls","TX","1600000US4879000","Columbia (SC), SC","Madison, WI","Fontana, CA","Indianapolis, IN","West Valley City, UT","Virginia Beach, VA","Palmdale, CA","Akron, OH","Long Beach, CA","Moreno Valley, CA","Philadelphia, PA","Fort Worth, TX","McKinney, TX","Kent, WA","Cambridge, MA"
"Wilmington (DE)","DE","1600000US1077580","Plano, TX","Midland, TX","Green Bay, WI","Frisco, TX","New Orleans, LA","Amarillo, TX","West Covina, CA","Baton Rouge, LA","Riverside, CA","Washington, DC","Springfield (IL), IL","Evansville, IN","Cleveland, OH","Sunnyvale, CA","Minneapolis, MN"
"Wilmington (NC)","NC","1600000US3774440","Torrance, CA","Hollywood, FL","Overland Park, KS","Greensboro, NC","Gresham, OR","Pueblo, CO","Vallejo, CA","Palmdale, CA","Indianapolis, IN","Moreno Valley, CA","Bellevue, WA","Fort Worth, TX","Fontana, CA","Akron, OH","Columbus (OH), OH"
"Winston-Salem","NC","1600000US3775000","Tampa, FL","Chesapeake, VA","Simi Valley, CA","Modesto, CA","Bellevue, WA","Las Vegas, NV","Kansas City (MO), MO","Roseville, CA","Bayam<U+0086>n, PR","Gresham, OR","Columbus (GA), GA","Pueblo, CO","Winston-Salem, NC","Torrance, CA","Hollywood, FL"
"Worcester","MA","1600000US2582000","Sunnyvale, CA","Honolulu, HI","Norman, OK","Hampton, VA","Stamford, CT","Cleveland, OH","Glendale (CA), CA","Washington, DC","Portland (OR), OR","Salinas, CA","Evansville, IN","Aurora (CO), CO","Concord, CA","Temecula, CA","Montgomery, AL"
"Yonkers","NY","1600000US3684000","Oakland, CA","Garland, TX","Durham, NC","Bridgeport, CT","Palm Bay, FL","Anchorage, AK","Los Angeles, CA","Santa Clara, CA","Billings, MT","Oceanside, CA","Houston, TX","Dallas, TX","Grand Prairie, TX","Miramar, FL","Gainesville, FL"
